,lat,long,cluster_coordinates
1276059,34.062256,-118.237889,0
1283674,34.040717,-118.248169,0
1285450,34.051544,-118.252775,0
1286452,34.039236,-118.264887,0
1287672,34.05387,-118.252003,0
1288496,34.038203,-118.251446,0
1289561,34.038243,-118.251487,0
1290154,34.040278,-118.251708,0
1290953,34.038635,-118.256864,0
1291864,34.045422,-118.258459,0
1293246,34.040375,-118.251599,0
1294269,34.040619,-118.257195,0
1296078,34.040387,-118.253606,0
1296666,34.048935,-118.242007,0
1297791,34.059674,-118.446157,1
1298675,34.03725,-118.258913,0
1299762,34.049349,-118.247942,0
1300738,34.050526,-118.26093,0
1301526,34.060517,-118.446886,1
1302721,34.033378,-118.253434,0
1304629,34.040624,-118.251058,0
1305531,34.060418,-118.24085,0
1306128,34.032775,-118.250703,0
1307177,34.052874,-118.2532,0
1308496,34.090667,-118.324699,2
1309276,34.044023,-118.252653,0
1310087,34.045089,-118.26227,0
1311114,34.05236,-118.258466,0
1311790,34.039101,-118.261834,0
1312288,34.033097,-118.254459,0
1313497,34.036732,-118.254625,0
1313928,34.033034,-118.2546,0
1315373,34.036701,-118.254577,0
1315893,34.036122,-118.257555,0
1316802,34.031868,-118.252101,0
1317665,34.06038,-118.238555,0
1318845,34.036592,-118.25398,0
1319635,34.060457,-118.238518,0
1321111,34.033893,-118.253744,0
1321857,34.034221,-118.255891,0
1322632,34.036141,-118.254516,0
1323898,34.036638,-118.253942,0
1324467,34.037129,-118.258072,0
1325088,34.036034,-118.254601,0
1325897,34.033103,-118.250472,0
1327310,34.04635,-118.241447,0
1328616,34.041071,-118.251288,0
1333789,34.036566,-118.257673,0
1334363,34.043494,-118.257988,0
1335458,34.036077,-118.253365,0
1336044,34.037857,-118.251412,0
1337175,34.03599,-118.254638,0
1338002,34.036909,-118.253725,0
1338694,34.038018,-118.257544,0
1339559,34.040313,-118.253732,0
1341084,34.063303,-118.448912,1
1342319,34.038432,-118.251697,0
1343598,34.039109,-118.250095,0
1345191,34.036634,-118.255629,0
1346077,34.037331,-118.256579,0
1346640,34.03881,-118.262704,0
1347303,34.036524,-118.257231,0
1348032,34.034727,-118.256994,0
1348833,34.049379,-118.249042,0
1376474,34.038076,-118.252702,0
1377159,34.045558,-118.263286,0
1378901,34.036444,-118.253934,0
1380140,34.04036,-118.250515,0
1381556,34.034332,-118.252697,0
1382591,34.047266,-118.258246,0
1383535,34.034471,-118.254643,0
1384144,34.04225,-118.248324,0
1386505,34.039356,-118.255449,0
1387088,34.03992,-118.252123,0
1388891,34.058615,-118.25206,0
1394895,34.040354,-118.248404,0
1396835,34.037799,-118.251469,0
1397981,34.045416,-118.263447,0
1399318,34.040138,-118.24867,0
1401281,34.039749,-118.25012,0
1403778,34.039074,-118.248334,0
1404800,34.040457,-118.254389,0
1406408,34.047002,-118.243499,0
1407427,34.046037,-118.24374,0
1408637,34.044771,-118.238194,0
1409620,34.03829,-118.261433,0
1410127,34.039038,-118.251665,0
1411302,34.045761,-118.245753,0
1412696,34.059616,-118.251283,0
1413357,34.046942,-118.242754,0
1414458,34.046348,-118.24428,0
1415511,34.03756,-118.254697,0
1415744,34.060703,-118.444622,1
1416559,34.059374,-118.445251,1
1418565,34.046255,-118.244004,0
1423445,34.097746,-118.340424,2
1425261,34.101927,-118.330977,2
1426139,34.099841,-118.328673,2
1427735,34.100302,-118.331119,2
1429853,34.045494,-118.242035,0
1430349,34.042321,-118.253672,0
1431308,34.101336,-118.332413,2
1432130,34.103637,-118.325772,2
1433060,34.034821,-118.257565,0
1433515,34.047491,-118.24465,0
1434898,34.047372,-118.244457,0
1435685,34.057998,-118.251927,0
1436406,34.099703,-118.332974,2
1436940,34.100157,-118.328238,2
1438178,34.09826,-118.336377,2
1440479,34.034485,-118.255678,0
1441045,34.040906,-118.253719,0
1442305,34.040938,-118.253671,0
1444189,34.040983,-118.253603,0
1445807,34.045362,-118.240998,0
1446338,34.065129,-118.238468,0
1447895,34.103306,-118.329654,2
1448480,34.045103,-118.244031,0
1450156,34.045584,-118.238476,0
1451574,34.095911,-118.326789,2
1453099,34.052335,-118.24834,0
1454439,34.097887,-118.332129,2
1455309,34.098666,-118.336254,2
1456566,34.048178,-118.242051,0
1457355,34.04473,-118.259622,0
1458309,34.056003,-118.249467,0
1458930,34.101689,-118.332519,2
1460062,34.051491,-118.245694,0
1461201,34.097444,-118.340547,2
1462207,34.045272,-118.243402,0
1464154,34.10194,-118.336212,2
1466675,33.979473,-118.466255,3
1467553,34.097477,-118.340423,2
1468966,34.044798,-118.259047,0
1469704,34.101166,-118.328245,2
1471586,34.043909,-118.259935,0
1471940,34.037233,-118.257988,0
1472989,34.046135,-118.246377,0
1473533,34.036486,-118.25779,0
1474259,34.101691,-118.332458,2
1475496,34.044145,-118.262857,0
1475805,34.062856,-118.236529,0
1476832,34.050545,-118.247494,0
1478851,34.046391,-118.242471,0
1479530,34.101116,-118.328081,2
1480887,34.050557,-118.250767,0
1481496,34.037518,-118.255803,0
1482873,34.044228,-118.247815,0
1484610,34.103471,-118.328259,2
1485030,34.052315,-118.258508,0
1485587,34.037657,-118.26673,0
1486101,34.059558,-118.238956,0
1487494,34.036173,-118.253744,0
1488202,33.979568,-118.466087,3
1489180,34.039955,-118.253111,0
1502500,34.040346,-118.254555,0
1503510,34.047205,-118.258303,0
1504311,34.10173,-118.32601,2
1507612,34.062209,-118.236683,0
1508006,34.102115,-118.33607,2
1508931,34.036482,-118.257547,0
1509458,34.099713,-118.330449,2
1511512,34.03242,-118.25089,0
1512460,34.058769,-118.252893,0
1512813,34.103029,-118.325109,2
1513673,34.060676,-118.237421,0
1515271,34.099579,-118.325261,2
1516192,34.059013,-118.250475,0
1516989,34.060276,-118.442532,1
1518367,34.102393,-118.329649,2
1519336,34.099345,-118.331113,2
1525019,34.063786,-118.444291,1
1525544,34.041192,-118.262441,0
1526114,34.053472,-118.255131,0
1526476,34.057445,-118.242696,0
1527514,34.039703,-118.247675,0
1528221,34.043596,-118.261336,0
1532394,34.035283,-118.250993,0
1533982,34.038965,-118.251552,0
1534863,34.046464,-118.242327,0
1535688,34.099723,-118.328497,2
1537095,34.065196,-118.240667,0
1539254,34.046541,-118.25054,0
1540736,34.06441,-118.237147,0
1542216,34.100983,-118.32808,2
1543504,34.040231,-118.256287,0
1545123,34.040323,-118.261511,0
1545682,34.101312,-118.336199,2
1547151,34.044347,-118.259014,0
1548079,34.065096,-118.240376,0
1549105,34.052886,-118.248115,0
1550361,34.099106,-118.322407,2
1551597,34.039066,-118.262583,0
1552706,34.060077,-118.238371,0
1555528,34.050949,-118.246196,0
1556306,34.05905,-118.23983,0
1557986,34.053435,-118.251992,0
1558641,34.039861,-118.255943,0
1559628,33.979649,-118.465955,3
1560629,33.979582,-118.466062,3
1561632,34.037039,-118.25994,0
1562391,34.041292,-118.253384,0
1563288,34.090662,-118.325621,2
1564122,34.033962,-118.24987,0
1565485,34.037083,-118.259906,0
1566929,34.060087,-118.236774,0
1568774,34.041813,-118.262494,0
1571831,34.046891,-118.260298,0
1572850,34.045377,-118.260922,0
1574618,34.047859,-118.259691,0
1576655,34.045883,-118.238689,0
1577583,34.101507,-118.331644,2
1578712,34.050811,-118.246324,0
1579496,34.099075,-118.326788,2
1581264,34.061329,-118.23651,0
1581897,34.101518,-118.329251,2
1583171,34.042647,-118.256423,0
1584639,34.101518,-118.329183,2
1585596,34.050085,-118.261185,0
1586253,34.037102,-118.256593,0
1586988,34.10415,-118.330993,2
1587656,34.098095,-118.327311,2
1588982,34.060206,-118.443675,1
1589771,34.102317,-118.329648,2
1590909,34.059195,-118.252075,0
1591258,34.063868,-118.24057,0
1592300,34.101685,-118.330456,2
1593228,34.101513,-118.330718,2
1594096,34.036655,-118.257992,0
1594563,34.101515,-118.330342,2
1595540,34.098093,-118.329791,2
1597461,34.037083,-118.252152,0
1599416,34.04106,-118.25214,0
1600201,34.046373,-118.239981,0
1601102,34.045086,-118.248365,0
1601537,34.05946,-118.445974,1
1602514,34.037355,-118.261398,0
1603069,33.979598,-118.466036,3
1603833,34.059505,-118.446012,1
1605255,34.036074,-118.257426,0
1607398,34.102084,-118.343259,2
1608288,34.036776,-118.258005,0
1608842,34.043947,-118.263041,0
1609489,34.037728,-118.266685,0
1610284,34.097883,-118.334435,2
1611861,34.099714,-118.330347,2
1613542,34.10245,-118.331114,2
1614208,34.101948,-118.331111,2
1615541,34.033459,-118.252985,0
1616222,33.979615,-118.466008,3
1617203,34.101072,-118.331123,2
1618106,34.046953,-118.261958,0
1619368,34.10136,-118.328246,2
1623329,34.10013,-118.328073,2
1624877,34.066271,-118.236322,0
1625827,34.0455,-118.263342,0
1627052,34.04863,-118.247878,0
1629347,34.066495,-118.237781,0
1630509,34.099331,-118.326789,2
1633026,33.97949,-118.466227,3
1633940,34.046408,-118.246795,0
1634369,34.097085,-118.34423,2
1637012,34.097143,-118.34423,2
1639329,33.979522,-118.46617,3
1640336,34.061583,-118.446263,1
1642195,34.043211,-118.258568,0
1643100,34.037914,-118.259967,0
1643810,34.099523,-118.328409,2
1644272,34.067619,-118.234786,0
1645199,34.100745,-118.326575,2
1648155,34.101677,-118.331623,2
1648815,34.099249,-118.336253,2
1649978,34.049535,-118.250949,0
1650855,34.059957,-118.238401,0
1652134,34.10202,-118.32825,2
1652538,34.044042,-118.258847,0
1653638,34.097891,-118.330644,2
1654889,34.10152,-118.329023,2
1656149,34.04465,-118.238189,0
1657235,34.03175,-118.25181,0
1658124,34.10152,-118.329093,2
1659161,34.046725,-118.263805,0
1659713,34.05082,-118.251173,0
1660243,34.033206,-118.250398,0
1661496,34.059903,-118.23825,0
1662385,34.053562,-118.2519,0
1663130,34.099442,-118.336255,2
1664294,34.09789,-118.330726,2
1665710,34.103219,-118.326574,2
1667056,34.103848,-118.326398,2
1667643,34.040029,-118.255034,0
1668748,34.049751,-118.246033,0
1669913,34.102611,-118.328252,2
1670267,34.102162,-118.329453,2
1671142,34.099829,-118.331444,2
1672601,34.063008,-118.447141,1
1674166,34.097657,-118.341496,2
1676427,34.033793,-118.24999,0
1677840,34.099318,-118.328338,2
1678255,34.099279,-118.331112,2
1681420,34.050506,-118.244879,0
1683141,34.103167,-118.326573,2
1684651,34.063439,-118.447147,1
1685688,34.039021,-118.261452,0
1686301,34.048401,-118.253974,0
1688012,34.097893,-118.327505,2
1690253,34.042552,-118.260915,0
1693695,34.102404,-118.330981,2
1694516,34.062903,-118.236506,0
1695501,34.096969,-118.344228,2
1697554,34.047572,-118.254743,0
1698291,34.102444,-118.32965,2
1699399,34.098095,-118.327534,2
1700821,34.099247,-118.322237,2
1701528,34.09809,-118.330468,2
1703152,34.046609,-118.263544,0
1703980,34.101193,-118.331125,2
1704945,34.04017,-118.25623,0
1706244,34.037899,-118.254578,0
1707009,34.101327,-118.331125,2
1708700,34.065165,-118.240578,0
1710081,34.09809,-118.330534,2
1711836,34.047596,-118.245025,0
1714943,34.045434,-118.251337,0
1716493,34.064951,-118.24034,0
1717561,34.097869,-118.342243,2
1719767,34.033265,-118.252306,0
1721262,34.101678,-118.331469,2
1722123,34.101731,-118.325858,2
1725005,34.037709,-118.254568,0
1725749,34.038036,-118.261675,0
1726507,34.047507,-118.246381,0
1728004,34.046444,-118.254077,0
1728914,34.052256,-118.258562,0
1729619,34.10288,-118.330984,2
1730406,34.036763,-118.254429,0
1730962,34.035755,-118.253316,0
1731659,34.099258,-118.338553,2
1739656,34.050952,-118.255234,0
1740862,34.047837,-118.246764,0
1741836,34.037734,-118.257773,0
1742695,34.037498,-118.254939,0
1744802,34.036154,-118.257014,0
1745597,34.098069,-118.343208,2
1748123,34.060983,-118.238888,0
1749946,34.099483,-118.344686,2
1750747,34.060393,-118.442287,1
1751847,34.038925,-118.256812,0
1752934,34.038125,-118.254326,0
1753950,34.041084,-118.253448,0
1755063,34.099987,-118.328863,2
1756596,34.099126,-118.338552,2
1763794,34.049728,-118.249565,0
1766839,34.101513,-118.330489,2
1767770,34.045504,-118.257532,0
1768833,34.100243,-118.32657,2
1773227,34.104087,-118.328541,2
1773586,34.035517,-118.258822,0
1774546,34.061192,-118.238782,0
1775948,34.037922,-118.262458,0
1776224,34.050979,-118.249902,0
1777083,34.040416,-118.253843,0
1778721,34.03973,-118.257792,0
1779502,34.051456,-118.245336,0
1780109,34.10023,-118.330945,2
1781395,34.101695,-118.328627,2
1782020,34.037142,-118.253478,0
1783462,34.047666,-118.244044,0
1785191,34.041435,-118.248922,0
1786478,34.062251,-118.447332,1
1789423,34.101696,-118.328558,2
1790068,34.100495,-118.326572,2
1793539,34.063776,-118.44411,1
1794066,34.09957,-118.331114,2
1794903,34.061215,-118.445951,1
1796518,34.061637,-118.23999,0
1797817,34.049005,-118.244184,0
1798841,33.987484,-118.472728,3
1799595,34.100983,-118.325122,2
1801660,34.09973,-118.327453,2
1803659,34.098947,-118.32656,2
1806863,34.048876,-118.244281,0
1808097,34.039858,-118.265164,0
1809454,34.061686,-118.441937,1
1810834,34.039482,-118.264045,0
1811298,33.979553,-118.466116,3
1812231,34.102265,-118.326565,2
1813371,34.098674,-118.326787,2
1813948,34.032296,-118.250261,0
1815465,34.058047,-118.25155,0
1815962,34.062538,-118.443798,1
1817601,34.104087,-118.328605,2
1818013,34.101686,-118.330157,2
1818959,34.099721,-118.328708,2
1820593,34.058091,-118.251503,0
1821594,34.047608,-118.24226,0
1822780,34.103741,-118.32766,2
1823227,34.096875,-118.331093,2
1823633,34.041163,-118.253324,0
1824677,34.098826,-118.326788,2
1825946,34.099392,-118.3283,2
1826362,34.045331,-118.2453,0
1827653,34.098748,-118.326787,2
1828686,34.051423,-118.245284,0
1829394,34.096592,-118.326533,2
1830390,34.045895,-118.259526,0
1831644,34.036441,-118.257127,0
1832080,34.038634,-118.248798,0
1832725,34.040178,-118.264863,0
1833162,34.046626,-118.240642,0
1834443,34.041117,-118.251587,0
1835341,34.039243,-118.252583,0
1836827,34.040471,-118.251485,0
1838113,34.038973,-118.253358,0
1838842,34.050136,-118.250118,0
1839947,34.101293,-118.332549,2
1840715,34.098736,-118.32656,2
1843840,34.03661,-118.257922,0
1844568,34.098782,-118.32656,2
1846848,34.038127,-118.257457,0
1848291,34.099851,-118.327145,2
1849885,34.101697,-118.328477,2
1850533,34.10169,-118.329844,2
1851856,34.043997,-118.246537,0
1852384,34.098837,-118.32656,2
1854832,34.061469,-118.44423,1
1854967,34.048818,-118.241807,0
1855670,34.099447,-118.338556,2
1865419,34.06195,-118.237373,0
1865973,34.100909,-118.328078,2
1867614,34.101696,-118.328405,2
1868221,34.059592,-118.445788,1
1869803,34.058782,-118.25214,0
1870579,34.097448,-118.323783,2
1871448,34.048566,-118.248014,0
1872918,34.059655,-118.445841,1
1874369,34.0486,-118.247829,0
1875838,34.09893,-118.332533,2
1876615,34.062631,-118.444346,1
1877762,34.043644,-118.261409,0
1880502,34.062631,-118.444408,1
1881725,34.062498,-118.444747,1
1882912,34.050838,-118.25003,0
1883506,34.042365,-118.261093,0
1884384,34.101687,-118.330242,2
1885243,34.10037,-118.326572,2
1889923,34.037614,-118.266981,0
1890633,34.097318,-118.323783,2
1891336,34.099197,-118.322237,2
1892120,34.101282,-118.332413,2
1892906,33.987591,-118.472556,3
1893642,34.097874,-118.339638,2
1900303,34.033853,-118.251154,0
1901184,34.03834,-118.266292,0
1901986,34.05123,-118.258311,0
1904264,34.099384,-118.32679,2
1907507,34.040813,-118.249584,0
1908907,34.041042,-118.264057,0
1909503,34.103461,-118.326819,2
1911178,34.103045,-118.33112,2
1912348,34.039965,-118.25604,0
1913294,33.988901,-118.471138,3
1913752,34.050787,-118.251123,0
1914267,34.101507,-118.331704,2
1915427,34.047911,-118.242148,0
1917145,34.040024,-118.256094,0
1918221,34.101861,-118.336212,2
1920800,34.048453,-118.248524,0
1922338,34.098215,-118.331105,2
1923430,34.040309,-118.250938,0
1924915,34.040026,-118.252001,0
1926556,34.065381,-118.238132,0
1928049,34.098095,-118.327379,2
1929635,34.101688,-118.330388,2
1930362,34.038144,-118.261571,0
1930896,34.099442,-118.328272,2
1931355,34.039703,-118.252575,0
1933431,34.039412,-118.252096,0
1933612,34.044685,-118.240611,0
1934900,34.040487,-118.251664,0
1936321,34.098411,-118.326785,2
1938359,34.040575,-118.251561,0
1939018,34.03969,-118.252389,0
1941491,34.040186,-118.251095,0
1942914,34.050662,-118.250933,0
1943485,34.039889,-118.252358,0
1944904,34.059287,-118.239712,0
1946491,34.045696,-118.25756,0
1948114,34.097453,-118.330934,2
1948880,34.060153,-118.23896,0
1950533,34.043473,-118.253165,0
1951296,34.039913,-118.255209,0
1952438,34.101983,-118.330978,2
1953243,34.045445,-118.243317,0
1954212,34.039442,-118.264082,0
1955107,34.050939,-118.249938,0
1955690,34.060678,-118.445892,1
1957022,34.10088,-118.33095,2
1957750,34.048981,-118.248425,0
1961972,34.099312,-118.338555,2
1970231,34.060596,-118.44411,1
1971070,34.098392,-118.331105,2
1971634,34.101905,-118.336069,2
1973224,34.039931,-118.25143,0
1973705,34.040221,-118.251051,0
1974411,34.040537,-118.251604,0
1975080,34.038424,-118.252115,0
1975926,34.097871,-118.340817,2
1978613,34.04008,-118.251938,0
1979408,34.039174,-118.25296,0
1980066,34.060809,-118.238978,0
1983251,34.040272,-118.250986,0
1984149,34.040402,-118.251761,0
1984751,34.038924,-118.251596,0
1985772,34.040363,-118.251808,0
1986333,34.050879,-118.249992,0
1987228,34.040511,-118.25144,0
1987939,34.039884,-118.25149,0
1988312,34.039007,-118.25315,0
1988711,34.060421,-118.247888,0
1989741,34.103269,-118.325307,2
1990787,34.041208,-118.25351,0
1992131,34.041246,-118.253455,0
1993161,34.040015,-118.251319,0
1993632,34.101869,-118.329451,2
1994380,34.064295,-118.238098,0
1998551,34.096649,-118.343983,2
2000276,34.03868,-118.253686,0
2001615,34.037252,-118.255397,0
2003849,34.061065,-118.445821,1
2005109,34.033216,-118.252493,0
2006709,34.101014,-118.330952,2
2007426,34.096591,-118.343985,2
2008667,33.980706,-118.463812,3
2009564,34.039769,-118.25621,0
2010182,34.061114,-118.445862,1
2011492,34.09807,-118.342986,2
2013867,34.096573,-118.331092,2
2014220,34.047913,-118.249026,0
2014603,34.060304,-118.250247,0
2015510,34.064748,-118.239425,0
2016214,34.050686,-118.248154,0
2018952,33.988068,-118.471974,3
2019822,34.101514,-118.330551,2
2020823,34.060676,-118.238409,0
2021461,33.988225,-118.4721,3
2022120,34.038554,-118.258716,0
2022472,34.04542,-118.244957,0
2026075,34.039039,-118.259383,0
2026518,34.060319,-118.444067,1
2027716,34.100258,-118.328075,2
2029218,34.101809,-118.336212,2
2031766,34.039266,-118.255681,0
2032678,34.044101,-118.246442,0
2033054,34.047071,-118.24171,0
2034265,34.033538,-118.250167,0
2035784,34.050647,-118.24819,0
2039232,34.062283,-118.236646,0
2039758,34.101629,-118.344364,2
2040618,34.096459,-118.343983,2
2041708,34.097327,-118.34423,2
2043463,34.101959,-118.33607,2
2044875,34.060298,-118.442117,1
2045709,34.047691,-118.243058,0
2046880,34.048541,-118.246696,0
2047893,34.097216,-118.344231,2
2049886,34.06175,-118.241423,0
2050489,34.041233,-118.262402,0
2051803,34.040033,-118.257546,0
2052537,34.097439,-118.344231,2
2054771,34.099842,-118.328419,2
2056241,34.048548,-118.248436,0
2056976,34.099842,-118.328361,2
2058389,34.096383,-118.343983,2
2059373,34.037414,-118.259639,0
2060082,34.04044,-118.252735,0
2060772,34.101532,-118.327475,2
2064436,34.101164,-118.328081,2
2065815,34.044737,-118.256338,0
2066692,34.100684,-118.323826,2
2067362,34.103718,-118.327416,2
2067853,34.039983,-118.263574,0
2068464,34.047178,-118.242671,0
2069431,34.046476,-118.250365,0
2070200,34.04317,-118.263782,0
2070913,34.045263,-118.240092,0
2072397,34.047369,-118.238917,0
2073860,34.058832,-118.250321,0
2074485,34.046249,-118.248825,0
2075198,34.098971,-118.322405,2
2075773,34.097893,-118.327288,2
2078594,34.061745,-118.44524,1
2079401,34.101705,-118.327842,2
2082310,34.103273,-118.326819,2
2084083,34.098995,-118.32679,2
2085825,34.048637,-118.248127,0
2087218,34.041045,-118.25376,0
2093241,34.097047,-118.33093,2
2093670,34.043098,-118.246712,0
2094995,34.034839,-118.255203,0
2095216,34.033155,-118.253597,0
2098741,34.101514,-118.330407,2
2099788,34.036445,-118.257667,0
2100564,34.036812,-118.258055,0
2101227,34.09719,-118.330933,2
2101719,34.044779,-118.256139,0
2103308,34.044733,-118.256067,0
2104846,34.09945,-118.331114,2
2108892,34.100226,-118.331118,2
2111003,34.040313,-118.251864,0
2111534,34.101689,-118.330009,2
2112572,34.03889,-118.257925,0
2113593,34.10318,-118.329654,2
2114186,34.097877,-118.337766,2
2116385,34.100004,-118.326567,2
2119156,34.042586,-118.260875,0
2120853,34.035094,-118.250531,0
2122304,34.057604,-118.25454,0
2122827,34.096565,-118.344225,2
2123753,34.100125,-118.326568,2
2126083,34.097887,-118.332039,2
2126938,34.063068,-118.44521,1
2128507,34.047956,-118.248986,0
2128950,34.066086,-118.237777,0
2130455,34.098485,-118.326785,2
2132155,34.099837,-118.329223,2
2133481,34.061174,-118.445915,1
2135050,34.044933,-118.256376,0
2136368,34.060277,-118.444023,1
2136792,34.10342,-118.328259,2
2137173,34.04676,-118.262139,0
2138298,34.039711,-118.256156,0
2139000,34.040815,-118.257047,0
2144903,34.042931,-118.25273,0
2146121,34.097688,-118.340425,2
2147602,34.103116,-118.331119,2
2148639,34.042053,-118.252591,0
2149564,34.039233,-118.251458,0
2150933,34.059962,-118.247932,0
2151932,34.09732,-118.340546,2
2152574,34.061797,-118.444143,1
2153731,34.059578,-118.445162,1
2155596,34.101505,-118.3318,2
2156474,33.988068,-118.471786,3
2157755,34.041687,-118.262298,0
2158942,34.097893,-118.328436,2
2161282,34.101544,-118.323375,2
2162793,34.101995,-118.344772,2
2163629,34.060709,-118.445022,1
2164592,34.045656,-118.238666,0
2165267,34.058591,-118.238421,0
2166201,34.045539,-118.257588,0
2167184,34.099826,-118.331795,2
2169417,34.032832,-118.251731,0
2171918,34.101704,-118.327688,2
2174363,34.098119,-118.323218,2
2175629,34.062082,-118.236742,0
2176246,34.041118,-118.261408,0
2177185,34.045646,-118.245736,0
2177706,34.040712,-118.262891,0
2178292,34.099338,-118.328507,2
2178704,34.04095,-118.262668,0
2179555,34.038862,-118.262625,0
2183374,34.036833,-118.25681,0
2184785,34.032237,-118.250444,0
2186052,34.038627,-118.254717,0
2187274,34.040993,-118.262627,0
2187792,34.045259,-118.241091,0
2189661,34.099429,-118.34467,2
2190400,34.046084,-118.246313,0
2191240,34.101674,-118.331779,2
2191989,34.05981,-118.44426,1
2193684,34.10227,-118.33098,2
2194569,34.037515,-118.252874,0
2195910,34.051498,-118.252818,0
2196817,34.045866,-118.246186,0
2197344,34.101495,-118.332933,2
2197908,34.05078,-118.249788,0
2200060,34.058888,-118.239913,0
2201651,34.057338,-118.242904,0
2202473,34.044013,-118.258801,0
2203442,34.09939,-118.338555,2
2211817,34.046291,-118.241499,0
2213999,34.039599,-118.249963,0
2219617,34.100052,-118.322245,2
2220241,34.097354,-118.323659,2
2220906,34.098997,-118.328684,2
2221342,34.047601,-118.242869,0
2222475,34.035868,-118.256569,0
2223286,34.059091,-118.250324,0
2225241,34.063434,-118.445487,1
2227718,34.096473,-118.338522,2
2230460,34.059358,-118.249814,0
2231235,34.061776,-118.241412,0
2231654,34.063784,-118.444373,1
2232073,34.046319,-118.23984,0
2232997,34.037881,-118.256365,0
2233947,34.038221,-118.25738,0
2235335,34.103128,-118.328256,2
2235539,34.099717,-118.329886,2
2237590,34.099252,-118.326789,2
2240701,34.10351,-118.32966,2
2241392,34.037964,-118.256493,0
2241974,34.039801,-118.265462,0
2242391,34.033247,-118.251594,0
2243855,34.046789,-118.260393,0
2245308,34.102264,-118.329647,2
2246769,34.039565,-118.254107,0
2247484,34.043545,-118.238236,0
2248143,34.043669,-118.238229,0
2248833,34.038646,-118.264034,0
2250112,34.04543,-118.265431,0
2252260,34.09972,-118.328952,2
2253986,34.060691,-118.444218,1
2255141,34.044274,-118.258901,0
2255930,34.063076,-118.448666,1
2256867,34.041148,-118.260489,0
2257725,34.039155,-118.255188,0
2258523,34.047488,-118.244852,0
2259775,34.045174,-118.24609,0
2261081,34.036843,-118.25546,0
2261868,34.037631,-118.250558,0
2263260,34.033836,-118.256046,0
2264555,34.037294,-118.253317,0
2265786,34.035288,-118.256713,0
2266715,34.032276,-118.252729,0
2267821,34.102064,-118.330979,2
2268698,34.053398,-118.254549,0
2269651,34.102137,-118.330979,2
2270316,34.038011,-118.256567,0
2271002,34.062499,-118.448327,1
2272223,34.043951,-118.259897,0
2272826,34.051052,-118.2461,0
2273580,34.097364,-118.326537,2
2275885,34.052264,-118.258371,0
2276728,34.063206,-118.448805,1
2277635,34.047415,-118.244527,0
2278706,34.052217,-118.258415,0
2279640,34.035923,-118.25452,0
2280467,34.033751,-118.251059,0
2281644,34.04629,-118.23941,0
2284128,34.100188,-118.326569,2
2288251,34.038761,-118.262971,0
2289528,34.03883,-118.250221,0
2289980,34.065453,-118.23833,0
2293888,34.034647,-118.252466,0
2294947,34.04152,-118.249021,0
2296274,34.09942,-118.32656,2
2299892,34.036776,-118.250743,0
2300959,34.046601,-118.244857,0
2302098,34.101257,-118.331125,2
2302991,34.099127,-118.333726,2
2303556,34.10221,-118.326565,2
2304914,34.040155,-118.254838,0
2306289,34.06267,-118.446506,1
2307934,34.040123,-118.254887,0
2309791,34.061208,-118.238148,0
2311022,34.063732,-118.447647,1
2311818,34.045194,-118.262173,0
2312627,34.051505,-118.245412,0
2313091,34.0394,-118.254338,0
2313641,34.040695,-118.264048,0
2314167,33.979664,-118.465927,3
2315124,34.03935,-118.25441,0
2316030,34.035821,-118.256499,0
2316680,34.09973,-118.327518,2
2318640,34.046169,-118.24642,0
2319509,34.059969,-118.443008,1
2320515,34.041017,-118.246584,0
2322056,34.059989,-118.442944,1
2323116,34.04599,-118.238973,0
2324420,34.038629,-118.257519,0
2325844,34.045488,-118.23989,0
2328006,34.098091,-118.330123,2
2329602,34.044043,-118.258544,0
2330314,34.035398,-118.253602,0
2330920,34.03908,-118.254777,0
2331755,34.059079,-118.238177,0
2332532,34.035386,-118.25344,0
2335315,34.051383,-118.250945,0
2336654,34.04028,-118.247357,0
2337441,34.045648,-118.257486,0
2338707,34.099128,-118.326789,2
2340724,34.050625,-118.244048,0
2345895,33.980039,-118.464538,3
2346769,34.04018,-118.247462,0
2348042,34.067353,-118.235118,0
2367335,34.0381,-118.257287,0
2368329,34.048833,-118.244314,0
2369377,34.098118,-118.325908,2
2370665,34.048799,-118.246458,0
2371868,34.040221,-118.251776,0
2372481,34.099504,-118.32656,2
2376567,34.061196,-118.240416,0
2377876,34.060174,-118.239023,0
2380094,34.059925,-118.247986,0
2380717,34.046237,-118.243947,0
2382270,34.047951,-118.24514,0
2382847,34.100598,-118.328239,2
2384368,34.097874,-118.339883,2
2389287,34.098334,-118.328822,2
2389829,34.099138,-118.328433,2
2390214,34.036772,-118.259874,0
2391672,34.097325,-118.33021,2
2392386,34.038247,-118.261475,0
2393005,34.036058,-118.258947,0
2393786,34.034703,-118.255503,0
2394807,34.048119,-118.26173,0
2396330,34.059982,-118.444779,1
2397893,34.048081,-118.261658,0
2399456,34.036344,-118.255863,0
2400269,34.038527,-118.251802,0
2400698,34.035446,-118.256585,0
2401928,34.059353,-118.445334,1
2404001,34.03919,-118.265145,0
2405467,34.060483,-118.239909,0
2406239,34.040414,-118.250573,0
2407626,34.040658,-118.24975,0
2408549,34.043566,-118.251003,0
2409497,34.034682,-118.257029,0
2411374,34.038401,-118.266475,0
2412408,34.040332,-118.253548,0
