,lat,long,cluster_coordinates
2413182,34.060415,-118.444177,1
2414064,34.098619,-118.326786,2
2416049,34.036882,-118.254852,0
2416658,34.101496,-118.332715,2
2416854,34.06262,-118.23895,0
2417864,34.059821,-118.248938,0
2418965,34.041344,-118.260559,0
2420702,34.038913,-118.261286,0
2421411,34.035331,-118.256473,0
2422469,34.096691,-118.344225,2
2423302,34.04585,-118.238602,0
2424198,34.032447,-118.253131,0
2424995,34.04182,-118.261628,0
2426966,34.061078,-118.444321,1
2427780,34.061858,-118.240114,0
2429379,34.0622,-118.239706,0
2430814,34.062129,-118.239741,0
2431725,34.062262,-118.239913,0
2433278,34.062911,-118.239802,0
2434223,34.06209,-118.239997,0
2435368,34.062078,-118.239767,0
2436548,34.062962,-118.239951,0
2438374,34.059718,-118.237722,0
2439719,34.04176,-118.252682,0
2440818,34.103324,-118.32682,2
2442449,34.04438,-118.257522,0
2443473,34.052196,-118.258622,0
2444315,34.0512,-118.238349,0
2445702,34.098486,-118.336377,2
2447060,34.046772,-118.245189,0
2448004,34.048081,-118.245015,0
2449274,34.039817,-118.255904,0
2450231,34.09691,-118.326777,2
2451173,34.045722,-118.24592,0
2452180,34.036106,-118.260145,0
2453114,34.045765,-118.246005,0
2453445,34.040495,-118.259384,0
2454645,34.061464,-118.24031,0
2455399,34.046196,-118.258598,0
2457264,34.042096,-118.261346,0
2459483,34.047712,-118.245371,0
2460414,34.03964,-118.257863,0
2461032,34.100827,-118.33095,2
2461890,34.101446,-118.344126,2
2462830,34.039758,-118.251651,0
2463616,34.04053,-118.257054,0
2465583,34.045824,-118.25984,0
2467641,34.102009,-118.326811,2
2469206,34.045567,-118.249539,0
2470313,34.059698,-118.237667,0
2471426,34.096844,-118.343986,2
2473279,34.035438,-118.258103,0
2475467,34.040574,-118.254473,0
2476273,34.097909,-118.324526,2
2477059,34.096941,-118.330357,2
2477576,34.100042,-118.331117,2
2479125,34.034596,-118.254838,0
2480529,34.036237,-118.25595,0
2481336,34.040753,-118.262853,0
2482026,34.038365,-118.250952,0
2483083,34.040982,-118.264112,0
2484011,34.046855,-118.262047,0
2484919,34.038855,-118.256679,0
2486233,34.036948,-118.253865,0
2487304,34.057114,-118.253772,0
2488315,34.032054,-118.252521,0
2489710,34.037408,-118.258992,0
2490478,34.061442,-118.447682,1
2491999,34.052515,-118.258317,0
2492690,34.034768,-118.25411,0
2493387,34.103929,-118.327375,2
2494004,34.063895,-118.236684,0
2497291,34.038325,-118.257299,0
2498223,34.034909,-118.257723,0
2499248,34.059794,-118.23684,0
2500448,34.057492,-118.254771,0
2502177,34.061979,-118.240054,0
2503498,34.041533,-118.252767,0
2504052,34.097896,-118.32713,2
2507622,34.039902,-118.25305,0
2508611,34.099826,-118.332137,2
2509702,34.066148,-118.237957,0
2510992,34.03412,-118.254095,0
2511711,34.039315,-118.248081,0
2512261,34.039215,-118.254592,0
2513406,34.038735,-118.250527,0
2514443,34.05339,-118.251923,0
2514958,34.039862,-118.257686,0
2515331,34.04352,-118.261217,0
2517636,34.034009,-118.249837,0
2518615,34.043377,-118.257539,0
2519615,34.032327,-118.253163,0
2520590,34.032349,-118.253215,0
2521552,34.058609,-118.239268,0
2522064,34.041062,-118.249508,0
2523280,34.039922,-118.263632,0
2524323,34.03347,-118.251265,0
2525653,34.041104,-118.249463,0
2526623,34.031651,-118.250102,0
2527644,34.038373,-118.251376,0
2528455,34.059601,-118.44508,1
2530412,34.063117,-118.448707,1
2531350,34.048053,-118.261602,0
2532789,34.053504,-118.255181,0
2533562,34.04783,-118.259445,0
2534897,34.032024,-118.252452,0
2536152,34.045783,-118.259878,0
2537250,34.04573,-118.257611,0
2539050,34.035723,-118.257878,0
2540029,34.037264,-118.253566,0
2541196,34.034201,-118.256446,0
2542462,34.03927,-118.248417,0
2543111,34.061057,-118.23807,0
2544359,34.041391,-118.262253,0
2547041,34.035456,-118.253556,0
2547778,34.041566,-118.252719,0
2548857,34.04676,-118.263883,0
2549409,34.039182,-118.254637,0
2550593,34.031778,-118.251561,0
2551300,34.037388,-118.255424,0
2552611,34.101704,-118.32762,2
2554776,34.034433,-118.249935,0
2555865,34.043711,-118.25293,0
2556786,34.038546,-118.257393,0
2558756,34.038371,-118.249359,0
2560560,34.040441,-118.24998,0
2561877,34.098083,-118.335679,2
2564803,34.039706,-118.249394,0
2566198,34.045532,-118.257307,0
2566981,34.062116,-118.443048,1
2568118,34.062936,-118.446942,1
2569634,34.046352,-118.239925,0
2570544,34.103977,-118.330819,2
2571521,34.040869,-118.249716,0
2572536,34.047088,-118.262087,0
2573668,34.042523,-118.257725,0
2574110,34.040331,-118.253085,0
2574867,34.040654,-118.254348,0
2575619,34.062943,-118.240823,0
2576366,34.057611,-118.254951,0
2576713,34.040406,-118.252777,0
2577025,34.039178,-118.248225,0
2578035,34.060456,-118.446832,1
2579323,34.037093,-118.258672,0
2580168,34.061732,-118.445517,1
2581187,34.047654,-118.242243,0
2582073,34.060412,-118.446795,1
2583186,34.053345,-118.254936,0
2583466,34.036097,-118.258916,0
2584100,34.037833,-118.253513,0
2584492,34.039715,-118.252843,0
2586257,34.04025,-118.261332,0
2586910,34.098154,-118.317352,2
2588979,34.051895,-118.252454,0
2589453,34.045318,-118.241039,0
2590912,34.035913,-118.259536,0
2592042,34.063056,-118.446944,1
2593268,34.039324,-118.265084,0
2595053,34.057503,-118.25439,0
2595420,34.03566,-118.259079,0
2596307,34.034846,-118.257868,0
2597273,34.033332,-118.253465,0
2598196,34.033042,-118.253679,0
2598889,34.033352,-118.255172,0
2599657,34.033107,-118.253632,0
2600486,34.035443,-118.258104,0
2601426,34.037397,-118.253423,0
2602493,34.098069,-118.343418,2
2602776,34.032603,-118.253814,0
2604188,34.048602,-118.248384,0
2604766,34.039728,-118.265283,0
2605397,34.058872,-118.239307,0
2605894,34.060843,-118.237504,0
2606620,34.061347,-118.237259,0
2607314,34.047926,-118.246867,0
2608710,34.037748,-118.254526,0
2609641,34.039312,-118.257818,0
2610383,34.039317,-118.255743,0
2611655,34.03368,-118.249901,0
2612726,34.037357,-118.253466,0
2613403,34.100169,-118.331119,2
2615361,34.047081,-118.244066,0
2616194,34.040191,-118.250596,0
2618472,34.045197,-118.23993,0
2619397,34.045796,-118.239029,0
2620248,34.057571,-118.254489,0
2620594,34.04571,-118.238804,0
2620761,34.099836,-118.329835,2
2627101,34.045629,-118.259778,0
2627804,34.048773,-118.244359,0
2628639,34.036341,-118.252857,0
2629487,34.063367,-118.44695,1
2630847,34.03973,-118.252343,0
2631813,34.038902,-118.258453,0
2632312,34.0382,-118.25872,0
2634532,34.038303,-118.258636,0
2637228,34.038881,-118.256849,0
2638473,34.060178,-118.443349,1
2639419,34.038242,-118.258684,0
2639951,34.039183,-118.256564,0
2640960,34.038769,-118.257735,0
2642676,34.039028,-118.256729,0
2644046,34.037302,-118.253524,0
2645491,34.046063,-118.246459,0
2646364,34.053392,-118.255009,0
2646607,34.062507,-118.446446,1
2648668,34.045824,-118.245893,0
2650161,34.044743,-118.250363,0
2651072,34.034989,-118.253931,0
2651788,34.031356,-118.250893,0
2652910,34.040226,-118.248561,0
2654723,34.100449,-118.323669,2
2655363,34.036016,-118.259725,0
2656141,34.034585,-118.25062,0
2658048,34.060451,-118.446271,1
2660287,34.063704,-118.4487,1
2661120,34.06042,-118.446326,1
2662958,34.100002,-118.328071,2
2664660,34.060345,-118.248011,0
2665339,34.062668,-118.446408,1
2667020,34.035285,-118.250773,0
2669088,34.033305,-118.252386,0
2670730,34.061704,-118.448247,1
2672353,34.097887,-118.332196,2
2673342,34.096773,-118.32889,2
2674527,34.06086,-118.447179,1
2675681,34.036203,-118.260057,0
2677555,34.053232,-118.254764,0
2677806,34.097888,-118.331894,2
2678728,34.034411,-118.252945,0
2679948,34.097888,-118.331808,2
2680991,34.048745,-118.241843,0
2681814,34.062632,-118.444556,1
2682752,34.041533,-118.248819,0
2683544,34.096898,-118.343987,2
2685337,34.062926,-118.237909,0
2686768,34.09683,-118.344228,2
2687834,34.044788,-118.239507,0
2690070,34.046243,-118.258672,0
2691066,34.059457,-118.444943,1
2693559,34.033796,-118.255972,0
2695136,34.102006,-118.329452,2
2695859,34.047164,-118.25834,0
2697087,34.037461,-118.257992,0
2697997,34.038263,-118.257346,0
2698829,34.038677,-118.257592,0
2700026,34.040268,-118.252957,0
2700709,34.038921,-118.257972,0
2702438,34.040236,-118.252998,0
2704272,34.037958,-118.253439,0
2705289,34.062635,-118.444861,1
2706399,34.039211,-118.264834,0
2708911,34.038734,-118.248695,0
2709602,34.097894,-118.327987,2
2711328,34.038489,-118.258768,0
2711762,34.040189,-118.248605,0
2713652,34.097893,-118.327439,2
2716274,33.98174,-118.462186,3
2716559,34.047831,-118.24695,0
2718019,34.047793,-118.246906,0
2719113,34.032172,-118.254541,0
2720332,34.033318,-118.254852,0
2722096,34.035132,-118.252397,0
2723453,34.033246,-118.254723,0
2723914,34.033563,-118.252903,0
2725255,33.981447,-118.463091,3
2726321,34.034129,-118.256316,0
2728590,34.033277,-118.254778,0
2730553,34.033413,-118.252602,0
2731782,34.033524,-118.253111,0
2732940,34.035458,-118.258975,0
2733791,34.034779,-118.257489,0
2734404,34.03492,-118.258001,0
2734677,34.034222,-118.252776,0
2735534,34.039361,-118.252162,0
2735732,34.035507,-118.25788,0
2736561,34.037844,-118.257491,0
2737482,34.035952,-118.259042,0
2738786,34.043966,-118.258423,0
2740430,34.035844,-118.259129,0
2741113,34.035309,-118.25804,0
2742298,34.035889,-118.259092,0
2743099,34.035509,-118.258051,0
2744494,34.035546,-118.258874,0
2745526,34.0355,-118.25905,0
2746469,34.035261,-118.258615,0
2747350,34.045293,-118.264814,0
2749323,34.060971,-118.447275,1
2750642,34.061714,-118.447617,1
2751860,33.996983,-118.478431,3
2752701,34.039174,-118.264755,0
2754571,34.041654,-118.26225,0
2755872,34.035099,-118.250756,0
2756929,33.996329,-118.478016,3
2758080,34.099836,-118.32977,2
2761837,34.039624,-118.249725,0
2763170,34.062007,-118.445514,1
2764527,34.101495,-118.332868,2
2764680,34.100583,-118.323671,2
2765390,34.040402,-118.250024,0
2766757,34.058706,-118.25195,0
2767620,34.060906,-118.44722,1
2768871,34.039239,-118.25126,0
2769902,34.032252,-118.252986,0
2770699,34.041618,-118.25264,0
2771488,34.046402,-118.254116,0
2773126,34.098115,-118.324323,2
2773644,33.982304,-118.461747,3
2774475,34.065985,-118.23804,0
2776132,34.096901,-118.32889,2
2777404,34.061403,-118.237233,0
2778166,34.059492,-118.445476,1
2780075,34.059501,-118.238139,0
2781327,34.061213,-118.237324,0
2781825,34.10008,-118.323668,2
2782679,34.061014,-118.241093,0
2784040,34.038703,-118.262808,0
2784496,34.044285,-118.247761,0
2785800,34.098968,-118.336253,2
2787162,34.038393,-118.261335,0
2787737,34.034158,-118.255941,0
2788416,34.041087,-118.26254,0
2788670,34.096857,-118.32889,2
2789934,34.097509,-118.328892,2
2790838,34.097447,-118.328891,2
2791654,34.097336,-118.328892,2
2792544,34.040539,-118.254523,0
2792935,34.100262,-118.332406,2
2793634,34.041279,-118.249277,0
2794653,34.045837,-118.246136,0
2795224,34.039621,-118.265384,0
2795689,34.097388,-118.328892,2
2796567,34.036262,-118.251282,0
2797075,34.10387,-118.330083,2
2797485,34.060118,-118.443576,1
2798246,34.060157,-118.443619,1
2798959,34.099396,-118.331113,2
2803687,34.098892,-118.32656,2
2805765,34.06019,-118.247637,0
2806200,34.101443,-118.344314,2
2808026,34.045801,-118.238473,0
2809378,34.101445,-118.344223,2
2810526,34.062636,-118.236474,0
2811197,34.097641,-118.328893,2
2812110,34.099876,-118.323472,2
2812839,34.101436,-118.344379,2
2814772,34.037387,-118.253216,0
2816098,34.098071,-118.343049,2
2818154,34.040455,-118.248485,0
2819690,34.038542,-118.260943,0
2820437,34.063885,-118.441676,1
2820881,34.05608,-118.249137,0
2821824,34.060555,-118.444064,1
2822789,34.040291,-118.250141,0
2823950,34.037332,-118.253276,0
2825340,34.061351,-118.445249,1
2826671,34.102026,-118.34326,2
2827628,34.063572,-118.447352,1
2828649,34.03504,-118.253717,0
2829380,34.060604,-118.446016,1
2830647,34.099717,-118.329261,2
2832649,34.03324,-118.252252,0
2833652,34.059963,-118.446408,1
2835275,34.100683,-118.322417,2
2836235,34.033129,-118.254515,0
2837276,34.062135,-118.445512,1
2838653,34.100622,-118.322247,2
2839407,34.040909,-118.249671,0
2840431,34.067255,-118.236985,0
2841052,34.036588,-118.258742,0
2842408,34.040247,-118.250655,0
2843298,34.034656,-118.257522,0
2844677,34.098717,-118.323824,2
2844720,33.979444,-118.466305,3
2845574,34.047792,-118.259481,0
2846612,34.103355,-118.326572,2
2847893,34.097769,-118.328893,2
2849001,34.063264,-118.448869,1
2849903,34.040629,-118.251499,0
2850996,34.097716,-118.328893,2
2851998,34.034925,-118.25381,0
2852933,34.098524,-118.323824,2
2853555,33.982388,-118.461614,3
2854511,34.038717,-118.249258,0
2855984,34.060165,-118.446753,1
2857089,34.102219,-118.329453,2
2858095,34.038177,-118.25238,0
2859210,34.053221,-118.252612,0
2860578,34.038445,-118.255657,0
2861544,34.100626,-118.322417,2
2862312,34.097222,-118.326776,2
2863078,33.987976,-118.473247,3
2863451,34.061805,-118.239904,0
2864767,34.061857,-118.239878,0
2866148,34.037025,-118.259664,0
2867263,34.062665,-118.446102,1
2868683,34.037501,-118.267052,0
2869310,34.097383,-118.330211,2
2870284,34.047167,-118.261764,0
2871655,34.03978,-118.250875,0
2872775,34.061213,-118.44553,1
2873732,34.039631,-118.251032,0
2875174,34.039763,-118.250704,0
2876613,34.039537,-118.251134,0
2878130,34.0477,-118.245193,0
2879197,34.039821,-118.250641,0
2880640,34.039231,-118.255643,0
2881414,34.03914,-118.255527,0
2882216,34.039181,-118.255581,0
2883107,34.046202,-118.24661,0
2883660,34.061615,-118.44783,1
2885423,34.049247,-118.248832,0
2887094,34.062493,-118.444355,1
2888844,34.046645,-118.263625,0
2889682,34.101216,-118.32225,2
2890642,34.041005,-118.249569,0
2891933,33.981411,-118.463145,3
2892802,34.059588,-118.251334,0
2893390,34.066216,-118.237923,0
2894892,34.038279,-118.249454,0
2897158,34.09988,-118.32287,2
2898019,34.059856,-118.446313,1
2899042,34.041807,-118.252608,0
2899514,34.060091,-118.445217,1
2902797,34.037884,-118.250835,0
2904034,34.038419,-118.26075,0
2905005,34.05976,-118.445932,1
2906391,34.103084,-118.325109,2
2907164,34.060379,-118.444138,1
2908325,34.040483,-118.253711,0
2909046,34.033814,-118.251014,0
2910409,34.067135,-118.236658,0
2911165,34.062632,-118.444493,1
2912270,34.052779,-118.254065,0
2912689,34.097894,-118.3272,2
2916514,34.059674,-118.444167,1
2918281,34.099881,-118.322629,2
2918826,34.063589,-118.446051,1
2919836,34.046475,-118.239385,0
2920404,34.038157,-118.249583,0
2922008,34.040639,-118.260649,0
2922332,34.047452,-118.246319,0
2925232,34.045135,-118.245484,0
2926145,34.033631,-118.253037,0
2928174,34.043246,-118.257603,0
2929698,34.061183,-118.447458,1
2931390,33.981529,-118.462964,3
2932522,34.037127,-118.252109,0
2934120,34.104088,-118.328699,2
2934495,34.046866,-118.256102,0
2935910,34.097586,-118.328892,2
2936909,34.051479,-118.250857,0
2937705,34.099838,-118.329071,2
2939337,34.101746,-118.323356,2
2940811,34.040222,-118.261605,0
2941394,34.063744,-118.446686,1
2941902,34.040259,-118.261571,0
2942111,34.060098,-118.446863,1
2943278,34.045241,-118.239891,0
2947483,34.060023,-118.446652,1
2947749,34.034285,-118.256599,0
2949218,34.040248,-118.250186,0
2950103,34.102403,-118.326567,2
2951641,34.041455,-118.246126,0
2952838,34.102024,-118.331112,2
2954147,34.041128,-118.253634,0
2955871,34.041281,-118.253143,0
2957678,33.98134,-118.463264,3
2958455,34.035771,-118.254642,0
2959279,34.037549,-118.256232,0
2959582,34.046489,-118.241321,0
2960207,34.044055,-118.255273,0
2961115,34.046254,-118.24135,0
2961804,34.036102,-118.254548,0
2962881,34.03655,-118.257039,0
2965134,34.036567,-118.257196,0
2966369,34.03543,-118.254917,0
2967206,34.03385,-118.24995,0
2968424,34.035762,-118.256162,0
2969229,34.059302,-118.239098,0
2970178,34.033474,-118.250213,0
2971254,34.03346,-118.250054,0
2972723,34.099759,-118.322958,2
2973412,34.061531,-118.446218,1
2975176,34.03614,-118.255856,0
2976826,34.033895,-118.249917,0
2978002,34.03658,-118.258481,0
2978771,34.033581,-118.250137,0
2980152,34.036079,-118.255906,0
2981167,34.036295,-118.255731,0
2981672,34.061477,-118.446172,1
2983964,34.036629,-118.254457,0
2984711,34.036033,-118.255943,0
2985418,34.097316,-118.326535,2
2987181,34.036301,-118.255898,0
2988014,34.037877,-118.249589,0
2991132,34.036928,-118.250584,0
2992177,34.03625,-118.255768,0
2993060,34.036415,-118.255806,0
2994161,34.097741,-118.330215,2
2994888,34.041988,-118.258228,0
2995954,34.039661,-118.249763,0
2997137,34.066138,-118.237751,0
2998708,34.046214,-118.254043,0
2999499,33.980915,-118.463925,3
3001048,34.062336,-118.44551,1
3002540,34.095104,-118.326525,2
3003272,34.06005,-118.44518,1
3005972,34.06339,-118.442448,1
3006527,34.045367,-118.258512,0
3006626,34.103738,-118.327621,2
3007037,34.052359,-118.258281,0
3007577,34.059567,-118.446066,1
3008542,34.103731,-118.32754,2
3008957,33.979681,-118.465899,3
3010244,34.040365,-118.260239,0
3010931,34.052467,-118.258187,0
3011479,34.097892,-118.328494,2
3013778,34.103937,-118.327471,2
3014542,34.099876,-118.323309,2
3015280,34.098143,-118.318888,2
3015890,34.098143,-118.318979,2
3016502,34.041762,-118.262417,0
3017161,34.039169,-118.248521,0
3017783,34.043374,-118.253258,0
3018752,34.063778,-118.443959,1
3019235,34.102329,-118.331113,2
3019885,33.981877,-118.462419,3
3020473,34.098718,-118.338548,2
3027608,34.053287,-118.245199,0
3028736,34.046801,-118.2621,0
3028828,34.041037,-118.257729,0
3029918,34.039538,-118.262486,0
3030378,34.062499,-118.445844,1
3031942,34.062509,-118.446701,1
3033888,34.041068,-118.257776,0
3035276,34.034023,-118.253706,0
3036603,34.041329,-118.249227,0
3037838,34.043235,-118.253385,0
3038923,34.046876,-118.264142,0
3039494,34.043254,-118.247225,0
3040349,34.062232,-118.447708,1
3044844,34.063782,-118.443481,1
3045355,34.039786,-118.25228,0
3046018,34.039823,-118.252237,0
3046895,34.098091,-118.330374,2
3048419,34.096514,-118.343983,2
3049506,34.06586,-118.236605,0
3050502,34.039394,-118.255495,0
3051023,34.047627,-118.245075,0
3051458,34.038667,-118.249236,0
3053615,34.04142,-118.249129,0
3055023,34.102352,-118.33098,2
3055657,34.059741,-118.236851,0
3057013,34.037699,-118.253345,0
3059556,33.980575,-118.464014,3
3060395,34.09885,-118.344499,2
3061527,34.098071,-118.343139,2
3063635,34.06359,-118.445984,1
3064483,34.05983,-118.237669,0
3066584,33.979898,-118.465142,3
3068619,34.097883,-118.333972,2
3070167,34.061686,-118.445242,1
3071226,34.059712,-118.44619,1
3072353,34.045442,-118.260173,0
3073718,34.103871,-118.32909,2
3074041,34.036874,-118.25064,0
3075682,34.097893,-118.328179,2
3077486,34.046649,-118.262244,0
3078450,34.101704,-118.327774,2
3081143,34.040273,-118.256328,0
3081742,33.979974,-118.46501,3
3083191,34.06015,-118.445267,1
3084843,34.063591,-118.445834,1
3085906,34.063716,-118.442175,1
3086364,33.979931,-118.465085,3
3088128,34.034537,-118.250654,0
3090188,34.060538,-118.24079,0
3090648,33.987634,-118.472487,3
3091233,34.061398,-118.447641,1
3092677,34.031529,-118.250977,0
3093425,34.103269,-118.325306,2
3094463,34.098257,-118.323662,2
3095284,34.039738,-118.253697,0
3096194,34.032488,-118.251032,0
3097065,34.039747,-118.247628,0
3097502,33.980655,-118.46389,3
3098369,34.059913,-118.250718,0
3099095,34.098642,-118.323666,2
3099608,34.063745,-118.442088,1
3100031,34.06021,-118.445319,1
3101623,34.062212,-118.446938,1
3102814,34.062254,-118.446975,1
3104294,34.062277,-118.443464,1
3105356,34.062265,-118.44551,1
3106689,34.062812,-118.445215,1
3108746,34.048529,-118.247718,0
3110030,34.046725,-118.243008,0
3111763,34.045545,-118.239458,0
3112835,34.099727,-118.327839,2
3114532,34.039568,-118.262534,0
3114952,34.039817,-118.253588,0
3116048,34.063342,-118.44246,1
3116744,34.103977,-118.330577,2
3117803,34.053495,-118.254458,0
3118699,34.061923,-118.237294,0
3119578,34.061903,-118.237235,0
3120821,34.103325,-118.325307,2
3121907,34.037916,-118.249549,0
3122425,34.036961,-118.254974,0
3122650,34.058582,-118.250797,0
3123187,34.103872,-118.328527,2
3123513,34.097604,-118.330213,2
3124435,34.039008,-118.250017,0
3125452,34.041452,-118.251946,0
3126875,33.981763,-118.462596,3
3127576,34.059043,-118.239054,0
3127981,34.099876,-118.323244,2
3128649,34.043498,-118.251858,0
3129802,34.063615,-118.443863,1
3131475,34.060545,-118.445775,1
3133421,34.09815,-118.318199,2
3134152,34.060516,-118.445825,1
3136200,33.980623,-118.46394,3
3137134,34.098294,-118.326782,2
3138968,34.101956,-118.326809,2
3140338,33.980703,-118.463333,3
3141160,34.038694,-118.248737,0
3141975,34.040425,-118.261417,0
3142430,34.052317,-118.258321,0
3143131,34.098121,-118.322914,2
3144606,34.037398,-118.261472,0
3145196,34.050627,-118.246498,0
3147025,34.056625,-118.250431,0
3150200,34.047003,-118.245906,0
3151076,34.039095,-118.256433,0
3151629,34.039068,-118.256478,0
3152172,33.980545,-118.464063,3
3153098,34.037689,-118.250883,0
3155039,34.100562,-118.326574,2
3158499,34.059152,-118.252155,0
3158934,34.059992,-118.446705,1
3160159,34.059615,-118.446106,1
3161402,34.035359,-118.258536,0
3162069,34.063737,-118.447272,1
3162657,34.050246,-118.252021,0
3163718,34.045065,-118.245919,0
3164898,34.039003,-118.264725,0
3167758,33.996625,-118.478314,3
3168653,34.067015,-118.236321,0
3169863,34.044158,-118.246389,0
3170456,34.050729,-118.244217,0
3171380,34.034808,-118.255418,0
3172579,34.097704,-118.333153,2
3175288,33.981002,-118.463788,3
3176879,34.04049,-118.26396,0
3177810,34.040215,-118.253626,0
3180120,33.980954,-118.463865,3
3181509,33.980411,-118.464275,3
3182287,34.098092,-118.330218,2
3183724,34.038081,-118.249377,0
3184683,34.046813,-118.239592,0
3186023,34.048878,-118.241781,0
3186636,34.036233,-118.260109,0
3188899,34.046209,-118.244247,0
3190008,34.059359,-118.252035,0
3190649,33.981232,-118.462984,3
3191155,34.097895,-118.328119,2
3192860,34.061166,-118.445254,1
3194031,34.098754,-118.332532,2
3194649,34.097894,-118.328024,2
3196342,34.03532,-118.258464,0
3196871,33.980745,-118.463371,3
3197776,34.098381,-118.323662,2
3198560,33.996677,-118.478366,3
3199426,34.097884,-118.334031,2
3200569,34.04171,-118.263436,0
3201721,34.101686,-118.330308,2
3202202,34.065004,-118.238317,0
3204128,33.980568,-118.463212,3
3204839,34.03666,-118.259966,0
3205353,34.047841,-118.245512,0
3205798,34.046622,-118.244495,0
3206795,34.097612,-118.330361,2
3207869,34.060191,-118.250191,0
3208225,34.060219,-118.250138,0
3208757,34.045704,-118.251085,0
3209565,34.05939,-118.249754,0
3210206,34.101627,-118.343712,2
3211002,34.060604,-118.240757,0
3212061,34.034967,-118.250588,0
3212962,34.03416,-118.256371,0
3213645,33.996527,-118.478216,3
3214494,33.997077,-118.478527,3
3215203,34.050147,-118.261121,0
3215889,33.996485,-118.478172,3
3216792,33.997022,-118.478471,3
3217565,34.098304,-118.323662,2
3218297,34.062949,-118.447138,1
3219796,33.980588,-118.464438,3
3221147,34.06378,-118.444676,1
3221778,33.980522,-118.462889,3
3222361,34.04554,-118.241993,0
3222559,34.046425,-118.242522,0
3223382,34.041062,-118.246536,0
3224415,34.037891,-118.257454,0
3225060,34.103383,-118.329655,2
3225577,34.100392,-118.344146,2
3226438,34.044001,-118.254933,0
3227290,34.038784,-118.249288,0
3229165,34.099048,-118.332399,2
3229544,34.033729,-118.249867,0
3230419,34.06105,-118.441622,1
3230857,34.097547,-118.330214,2
3231815,34.060828,-118.441684,1
3232390,34.062499,-118.444827,1
3233290,34.036679,-118.257106,0
3234918,34.099615,-118.332403,2
3235490,34.09987,-118.32427,2
3236244,34.05074,-118.242113,0
3236665,34.061684,-118.446349,1
3238389,34.097468,-118.333283,2
3240472,34.038479,-118.26344,0
3241430,34.050364,-118.261081,0
3242326,34.046909,-118.243556,0
3243059,34.06346,-118.44258,1
3243730,34.044716,-118.238193,0
3244696,34.06359,-118.445887,1
3245861,34.046933,-118.243626,0
3246586,34.090964,-118.326508,2
3247274,34.038085,-118.254371,0
3248175,34.037367,-118.259417,0
3249049,33.980449,-118.464657,3
3250071,34.039177,-118.253134,0
3251765,34.039216,-118.253091,0
3252358,34.061739,-118.238507,0
3256187,34.037938,-118.254535,0
3256805,34.103899,-118.327079,2
3257366,34.044064,-118.252614,0
3258247,34.103979,-118.330353,2
3258874,34.035713,-118.254689,0
3259342,34.06022,-118.236745,0
3260457,34.035544,-118.254824,0
3261050,34.059654,-118.237184,0
3262503,34.059799,-118.446265,1
3263612,34.098281,-118.325252,2
3264853,34.03622,-118.251327,0
3265383,34.039306,-118.262462,0
3266709,33.980487,-118.4646,3
3267740,34.099458,-118.32679,2
3270701,34.03722,-118.258866,0
3271698,34.05972,-118.444057,1
3273274,34.099183,-118.338553,2
3280429,34.051081,-118.255429,0
3281239,34.09161,-118.326114,2
3281674,34.099824,-118.332992,2
3282526,34.097873,-118.339955,2
3287033,34.047409,-118.244725,0
3288576,33.99658,-118.478269,3
3289347,34.063785,-118.443234,1
3289825,34.099185,-118.332536,2
3290274,34.035374,-118.254962,0
3290781,34.053202,-118.245071,0
3291848,34.038509,-118.263493,0
3292798,34.03901,-118.255351,0
3293317,34.041086,-118.264017,0
3294137,34.037355,-118.255376,0
3295960,34.035852,-118.259686,0
3297822,33.9968,-118.47825,3
3298669,34.067525,-118.235243,0
3299928,34.035333,-118.258748,0
3300322,34.040666,-118.251455,0
3301363,34.060154,-118.444927,1
3302910,34.039433,-118.248247,0
3303305,34.062077,-118.445235,1
3304748,34.100056,-118.332543,2
3305242,34.045329,-118.244692,0
3305861,34.038618,-118.263983,0
3307016,34.038989,-118.261405,0
3307565,34.034967,-118.257827,0
3309534,34.102009,-118.343402,2
3310520,34.102522,-118.329456,2
3311448,34.098357,-118.325056,2
3312150,34.065213,-118.238215,0
3313215,34.062369,-118.241114,0
3313683,34.047149,-118.243942,0
3314514,34.034393,-118.25265,0
3315845,34.058559,-118.237699,0
3317203,33.979537,-118.466142,3
3318109,34.099704,-118.332827,2
3318575,34.034228,-118.256493,0
3319514,34.100391,-118.344083,2
3320439,34.037605,-118.255935,0
3321438,34.062399,-118.241099,0
3321933,34.060272,-118.445371,1
3323393,34.044198,-118.258782,0
3324436,34.039278,-118.24812,0
3325089,34.034024,-118.253209,0
3325744,34.10387,-118.329987,2
3326306,34.036717,-118.250804,0
3327480,34.101818,-118.343402,2
3328387,34.0336,-118.25562,0
3329304,34.062062,-118.446809,1
3330679,34.06032,-118.445412,1
3332079,34.101676,-118.331554,2
3332806,34.097673,-118.333286,2
3335374,34.061689,-118.44417,1
3336561,34.034489,-118.255846,0
3337337,34.059267,-118.251938,0
3337742,34.097887,-118.333006,2
3338986,33.988649,-118.471642,3
3339207,34.044583,-118.247479,0
3340474,34.063201,-118.442641,1
3341298,34.097886,-118.332845,2
3342354,33.987371,-118.472911,3
3343117,34.040454,-118.253885,0
3343798,34.046393,-118.258639,0
3346320,34.097903,-118.325606,2
3347540,34.098432,-118.337619,2
3349335,34.10227,-118.331112,2
3350492,34.039474,-118.254068,0
3351125,34.04053,-118.264536,0
