space_id,block_face,meter_type,rate_type,rate_range,metered_time_limit,lat,long
WV392,900 S WESTWOOD BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,34.062885,-118.445213
C467,3100 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,34.023763,-118.278645
WW784,600 MARIPOSA AVE,Single-Space,FLAT,$1.00,1HR,34.063346,-118.299119
HO384,1600 N EL CENTRO AVE,Single-Space,TOD,$2.00 - $3.00,2HR,34.100717,-118.323674
56863,10316 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.058493,-118.422144
CB3569,700 S GRAND AVE,Single-Space,FLAT,$3.00,4HR,34.046935,-118.256803
WB567,501 W 20TH ST,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.032588,-118.271942
VN937,6350 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,2HR,34.185909,-118.448568
CC1018,900 W SUNSET BLVD,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.063095,-118.247011
SL358,3901 FOUNTAIN AVE,Single-Space,FLAT,$1.00,2HR,34.095873,-118.278113
VH246A,1901 HILLHURST AVE,Single-Space,FLAT,$1.00,2HR,34.106951,-118.287528
AE112,200 ROSE ST,Single-Space,FLAT,$1.00,2HR,34.046409,-118.237013
WW917,601 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,34.062276,-118.302929
WA1079,650 BONNIE BRAE ST,Single-Space,FLAT,$1.00,4HR,34.056239,-118.273941
SV913,1500 N GOWER ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.09954,-118.32224
HP145,100 AVENUE 59,Single-Space,FLAT,$1.00,2HR,34.110996,-118.191035
WW74,4300 3RD ST,Single-Space,FLAT,$1.00,1HR,34.068873,-118.308563
CB3929C,800 S CECILIA ST,Single-Space,TOD,$1.00 - $3.00,2HR,34.040221,-118.251051
CB786,1001 S SANTEE ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.038385,-118.255705
SVV325,4201 MELROSE AVE,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.083667,-118.293558
LT44,300 E 2ND ST,Single-Space,TOD,$0.50 - $3.00,2HR,34.048992,-118.24139
CS1,5301 S CRENSHAW BLVD,Single-Space,FLAT,$1.00,2HR,33.994783,-118.331047
PR73,1101 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.055874,-118.383812
WS724,1700 S MIDVALE AVE,Single-Space,FLAT,$1.00,2HR,34.049833,-118.438253
SP833,101 6TH ST,Single-Space,FLAT,$0.50,2HR,33.738666,-118.280252
HP18,5500 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,34.108355,-118.195068
WF502,600 S SAN VICENTE BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.064529,-118.371913
WW1157,3501 6TH ST,Single-Space,FLAT,$1.00,2HR,34.063657,-118.29946
CB1795,1100 S SANTEE ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.037168,-118.25654
MD165,1601 MARENGO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.0599,-118.213561
HO73A,1600 N CHEROKEE AVE,Single-Space,TOD,$0.50 - $3.00,2HR,34.099964,-118.33496
BH124,501 BRITTANIA ST,Single-Space,FLAT,$1.00,2HR,34.04958,-118.213174
HO37,1600 N LAS PALMAS AVE,Single-Space,TOD,$0.50 - $3.00,2HR,34.099913,-118.33606
ED153,1101 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.030553,-118.24514
WW1246,4000 3RD ST,Single-Space,FLAT,$1.00,1HR,34.06892,-118.301195
WA624A,601 CARONDELET ST,Single-Space,FLAT,$1.00,4HR,34.061222,-118.279901
SH315,6600 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090636,-118.333848
SS134,1631 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,1HR,34.045646,-118.447788
BF370,7900 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083689,-118.363517
PR584,5901 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052359,-118.370539
HW456A,1701 N TAFT AVE,Single-Space,FLAT,$1.00,1HR,34.102166,-118.3148
C116B,1101 36TH ST,Single-Space,FLAT,$1.00,1HR,34.023172,-118.292182
BF39,401 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.078816,-118.361553
MM346,700 S OGDEN DR,Single-Space,FLAT,$1.00,2HR,34.062261,-118.359467
ED69,501 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.039642,-118.240079
CB3175,300 W 7TH ST,Single-Space,FLAT,$5.00,2HR,34.045662,-118.254228
CT561,700 N NEW HIGH ST,Single-Space,FLAT,$0.50,4HR,34.061338,-118.237932
CB2423,700 S SAN PEDRO ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.039178,-118.248225
HW522,5501 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098201,-118.310055
PC114,4200 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.047785,-118.327396
PC197,3601 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.047323,-118.320284
ER21,2101 COLORADO BLVD,Single-Space,FLAT,$1.00,2HR,34.139277,-118.213216
CB1843A,200 E WINSTON ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.0463,-118.246701
VW161A,2900 8TH ST,Single-Space,FLAT,$1.00,1HR,34.057656,-118.291304
WV413,901 S TIVERTON AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.06346,-118.44258
VH182,2100 HILLHURST AVE,Single-Space,FLAT,$1.00,1HR,34.110285,-118.287328
WA1330,2200 OCEAN VIEW AVE,Single-Space,FLAT,$1.00,2HR,34.062793,-118.275001
P254,16601 W MARQUEZ AVE,Single-Space,FLAT,$1.00,2HR,34.048209,-118.543951
L48,101 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.074311,-118.323757
ED185,901 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.031826,-118.249108
WW1905,800 OXFORD AVE,Single-Space,FLAT,$1.00,2HR,34.057216,-118.307717
ED505,801 S TOWNE AVE,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.036986,-118.247698
CB1982,200 E 15TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.033504,-118.260745
PR773,9701 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.054295,-118.401527
WB99,2101 S BROADWAY,Single-Space,TOD,$0.50 - $2.00,4HR,34.029187,-118.267375
ED217,701 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.033563,-118.252903
WA1348,2201 OCEAN VIEW AVE,Single-Space,FLAT,$1.00,2HR,34.062906,-118.275118
CB2810,401 W 4TH ST,Single-Space,TOD,$3.00 - $6.00,4HR,34.050742,-118.251054
WV72A,10900 W LINDBROOK DR,Single-Space,TOD,$0.50 - $2.00,30MIN,34.059415,-118.445103
WW269,201 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.069737,-118.309222
CB2092,400 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.035455,-118.256169
VN894,6300 N VAN NUYS BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.184993,-118.448571
WW653,651 MARIPOSA AVE,Single-Space,FLAT,$1.00,2HR,34.060723,-118.298795
C85,1200 JEFFERSON BLVD,Single-Space,FLAT,$1.00,4HR,34.025386,-118.292667
L274,301 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.077479,-118.323769
VN517,6201 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,30MIN,34.183309,-118.448863
VS545,5100 SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098021,-118.301737
WU457,1200 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.053385,-118.265929
VW709,3201 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061888,-118.293591
WS379,1900 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00,1HR,34.043454,-118.440576
VW174,2900 8TH ST,Single-Space,FLAT,$1.00,1HR,34.057636,-118.289421
MV143,3800 S CENTINELA AVE,Single-Space,FLAT,$1.00,1HR,34.00303,-118.432927
WW1341,500 WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.081153,-118.309001
PB23,5001 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.047939,-118.347277
SVV403,700 HELIOTROPE DR,Single-Space,FLAT,$1.00,4HR,34.085105,-118.294866
CB389,1301 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.035343,-118.259776
ED194,1101 S STANFORD AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.032739,-118.249549
WB628,101 W 23RD ST,Single-Space,FLAT,$0.50,4HR,34.028352,-118.268542
MM267,600 S HAUSER BLVD,Single-Space,FLAT,$1.00,2HR,34.062997,-118.351376
ED13,500 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,34.039931,-118.239813
VN978A,14400 W GILMORE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.187601,-118.448191
SA41A,1801 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.078151,-118.260268
LM304,701 N VISTA ST,Single-Space,FLAT,$1.00,2HR,34.083958,-118.352291
MV157,12200 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.004164,-118.432263
MD204,1600 ZONAL AVE,Single-Space,FLAT,$1.00,4HR,34.062034,-118.210731
WP69,300 WASHINGTON BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,33.980268,-118.464502
WU579,1700 7TH ST,Single-Space,FLAT,$1.00,1HR,34.054455,-118.272589
WN21,700 AVALON BLVD,Single-Space,FLAT,$0.50,2HR,33.778703,-118.262239
VW403A,651 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.00,2HR,34.061253,-118.292982
SW45,1000 N WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.089293,-118.309036
WA1577A,1200 S UNION DR,Single-Space,FLAT,$1.00,2HR,34.045186,-118.276535
WA1607,1801 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.04638,-118.280549
WW1173,3601 6TH ST,Single-Space,FLAT,$1.00,2HR,34.063643,-118.302039
CB3344,101 E 9TH ST,Single-Space,FLAT,$6.00,2HR,34.0413,-118.25458
SVV150,701 VIRGIL AVE,Single-Space,FLAT,$1.00,2HR,34.084796,-118.286943
WW2549,4300 BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.0762,-118.303229
WN188,901 AVALON BLVD,Single-Space,FLAT,$0.50,2HR,33.781517,-118.262661
61365,29 WINDWARD AVE,Multi-Space,TOD,$1.00 - $2.00,1HR,33.987328,-118.47298
WW1640C,3201 8TH ST,Single-Space,FLAT,$1.00,1HR,34.057794,-118.299572
WA1201,2100 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.058734,-118.276905
WV597,1000 S HILGARD AVE,Single-Space,FLAT,$0.50,2HR,34.061271,-118.441584
SVV354,4200 MELROSE AVE,Single-Space,FLAT,$1.00,1HR,34.083519,-118.293468
WU655,1100 7TH ST,Single-Space,FLAT,$1.00,1HR,34.051214,-118.265379
CT225,701 N BROADWAY,Single-Space,TOD,$0.50 - $4.00,2HR,34.061525,-118.238828
WW2475,4101 BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076377,-118.29905
P316,101 E WEST CHANNEL ROAD,Single-Space,FLAT,$1.00,1HR,34.029061,-118.518247
BF187,601 N SIERRA BONITA AVE,Single-Space,FLAT,$1.00,2HR,34.083276,-118.354324
P340,17300 W SUNSET BLVD,Single-Space,FLAT,$1.00,30MIN,34.040625,-118.553518
CT495,801 N YALE ST,Single-Space,FLAT,$0.50,4HR,34.063868,-118.24057
LM224,801 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.085673,-118.344177
P131,15200 W LA CRUZ DR,Single-Space,FLAT,$1.00,1HR,34.045616,-118.52489
HO1071,6500 W SELMA AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099703,-118.332766
WA1738,2101 VALLEY ST,Single-Space,FLAT,$1.00,4HR,34.065042,-118.271862
WF553,6700 W DREXEL AVE,Single-Space,FLAT,$1.00,2HR,34.069576,-118.374977
C989,3400 VERMONT AVE,Single-Space,FLAT,$1.00,4HR,34.024504,-118.291405
HO106,1601 N SCHRADER BLVD,Single-Space,TOD,$0.50 - $4.00,2HR,34.100185,-118.332544
MD77,1000 BRITTANIA ST,Single-Space,FLAT,$1.00,4HR,34.055975,-118.208952
BH271,1900 1ST ST,Single-Space,FLAT,$1.00,1HR,34.046327,-118.217156
WF80,101 S FLORES ST,Single-Space,FLAT,$1.00,2HR,34.073088,-118.37114
PB33,1300 S SYCAMORE AVE,Single-Space,FLAT,$1.00,2HR,34.048277,-118.347934
SS252,1401 S BROCKTON AVE,Single-Space,FLAT,$1.00,2HR,34.041724,-118.461594
W1,6200 W 98TH ST,Single-Space,FLAT,$1.00,2HR,33.947291,-118.395826
CB3931,400 S WALL ST,Single-Space,TOD,$0.50 - $3.00,4HR,34.045094,-118.245521
VN319,6301 N VAN NUYS BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.185347,-118.448863
WP95,3100 VIA DOLCE,Single-Space,TOD,$0.50 - $1.50,2HR,33.980672,-118.463023
CC1313,201 W 3RD ST,Single-Space,TOD,$1.00 - $6.00,2HR,34.050553,-118.247273
MV135,3800 S CENTINELA AVE,Single-Space,FLAT,$1.00,1HR,34.002239,-118.432323
MM70,700 S MASSELIN AVE,Single-Space,FLAT,$1.00,2HR,34.061504,-118.352885
WW505,651 HARVARD BLVD,Single-Space,FLAT,$1.00,2HR,34.060361,-118.304244
CB1019,1100 S MAIN ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.037924,-118.258942
LM772,7001 W ROSEWOOD AVE,Single-Space,FLAT,$1.00,2HR,34.080319,-118.343676
SH5,6201 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.090827,-118.325045
WW2552,4300 BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076202,-118.302633
LC162,8400 W BEVERLY BLVD,Single-Space,FLAT,$1.00,2HR,34.075951,-118.373556
CB533,401 E PICO BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,34.034464,-118.256918
PR45,1100 S ROBERTSON BLVD,Single-Space,FLAT,$1.00,2HR,34.056067,-118.383577
WU1,1001 6TH ST,Single-Space,FLAT,$1.00,4HR,34.053693,-118.261013
VW607,601 WESTMORELAND AVE,Single-Space,FLAT,$1.00,30MIN,34.062237,-118.288495
WF420,601 S SWEETZER AVE,Single-Space,FLAT,$1.00,2HR,34.064591,-118.371394
PR155,8800 W ALCOTT ST,Single-Space,FLAT,$1.00,2HR,34.053855,-118.384302
BW130,11701 S BARRINGTON CT,Single-Space,FLAT,$2.00,1HR,34.064241,-118.469676
BH400,1901 1ST ST,Single-Space,FLAT,$1.00,1HR,34.045857,-118.215689
L89,100 N LARCHMONT BLVD,Single-Space,FLAT,$1.00,2HR,34.073369,-118.323512
CB1786,1100 S SANTEE ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.03666,-118.25695
CB4486,700 S BROADWAY,Single-Space,FLAT,$5.00,2HR,34.044527,-118.253889
LT76,100 S SAN PEDRO ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.049424,-118.241496
WU1135,400 BOYLSTON ST,Single-Space,FLAT,$1.00,2HR,34.056029,-118.258133
CB2322,601 E PICO BLVD,Single-Space,FLAT,$0.50,4HR,34.033348,-118.254908
CC1418A,100 E 2ND ST,Single-Space,TOD,$1.50 - $2.00,15MIN,34.050625,-118.244048
LH253,100 AVENUE 23,Single-Space,FLAT,$1.00,2HR,34.075134,-118.217263
WS492,1600 S PONTIUS AVE,Single-Space,FLAT,$1.00,1HR,34.048573,-118.445813
SS31,1500 S CORINTH AVE,Single-Space,FLAT,$1.00,2HR,34.04644,-118.449731
W21,9801 S VICKSBURG AVE,Single-Space,FLAT,$1.00,2HR,33.946636,-118.393994
WA1573,1501 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.044459,-118.276266
PM101,3700 S DUNN DR,Single-Space,FLAT,$1.00,1HR,34.02324,-118.399719
WF325,401 S FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.067866,-118.3615
LT118,301 E 1ST ST,Single-Space,TOD,$1.00 - $3.00,2HR,34.049983,-118.24015
AE386,700 TEMPLE ST,Single-Space,FLAT,$1.00,2HR,34.050014,-118.232411
C1024A,2900 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.027964,-118.291438
CT548,701 N SPRING ST,Single-Space,FLAT,$0.50,4HR,34.060573,-118.237636
WN281,100 G ST,Single-Space,FLAT,$0.50,2HR,33.778412,-118.263258
WF68,8301 W 3RD ST,Single-Space,FLAT,$1.00,2HR,34.07278,-118.370303
ED410,1300 S STANFORD AVE,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030676,-118.250802
PM193,9400 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.025141,-118.395317
PR257,9101 W PICO BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.05537,-118.390447
VS97,4400 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,34.097028,-118.285658
BF14,601 N FAIRFAX AVE,Single-Space,FLAT,$1.00,2HR,34.08193,-118.361571
SL45,2601 HYPERION AVE,Single-Space,FLAT,$1.00,2HR,34.10598,-118.27274
CB271,1301 S BROADWAY,Single-Space,FLAT,$0.50,4HR,34.035924,-118.262264
CB454,1301 S SANTEE ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.034724,-118.258694
ED82,1001 E 8TH ST,Single-Space,FLAT,$0.50,4HR,34.035759,-118.245729
CB2269,1200 S SAN JULIAN ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.034192,-118.254405
CB4094,101 E 17TH ST,Single-Space,FLAT,$0.50,4HR,34.032808,-118.262899
WU436,651 WITMER ST,Single-Space,FLAT,$1.00,2HR,34.053602,-118.266865
PR491,8500 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.053495,-118.377575
SH69,6601 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50,2HR,34.090811,-118.334174
VN795,6150 N VAN NUYS BLVD,Single-Space,TOD,$0.50 - $1.00,30MIN,34.182161,-118.448566
LM556,7300 W BEVERLY BLVD,Single-Space,FLAT,$1.00,1HR,34.076047,-118.35056
SV683,1300 N LA BREA AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.095272,-118.343974
WS501,11001 W MASSACHUSETTS AVE,Single-Space,FLAT,$1.00,1HR,34.049407,-118.445242
WN10,600 AVALON BLVD,Single-Space,FLAT,$0.50,2HR,33.777983,-118.262186
PC203,1200 S 4TH AVE,Single-Space,FLAT,$1.00,2HR,34.047635,-118.321117
LM663,201 S LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.0702,-118.34415
CB1760,100 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.0374,-118.259149
CB4488,600 S BROADWAY,Single-Space,TOD,$4.00 - $6.00,2HR,34.046285,-118.252251
ER88,2101 MERTON AVE,Single-Space,FLAT,$1.00,2HR,34.138135,-118.213842
WV519A,10901 W LE CONTE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.063737,-118.447331
CB3709,501 S MAIN ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.045673,-118.249639
SV402,1301 N VINE ST,Single-Space,FLAT,$0.50,2HR,34.095563,-118.326768
CT559,700 N NEW HIGH ST,Single-Space,FLAT,$0.50,4HR,34.061225,-118.237986
MD411,1701 EASTLAKE AVE,Single-Space,FLAT,$1.00,4HR,34.064499,-118.207307
PR438,1401 S GLENVILLE DR,Single-Space,FLAT,$1.00,1HR,34.055018,-118.393237
LP185,4301 S LEIMERT BLVD,Single-Space,FLAT,$1.00,2HR,34.005186,-118.330116
C1064,600 ADAMS BLVD,Single-Space,FLAT,$1.00,4HR,34.029067,-118.278261
HW134,5401 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.098212,-118.307907
VW1369,3100 8TH ST,Single-Space,FLAT,$1.00,1HR,34.057659,-118.294455
WA1528,1300 ALBANY ST,Single-Space,FLAT,$1.00,2HR,34.042938,-118.274169
SG12,1501 N GARDNER ST,Single-Space,FLAT,$1.00,2HR,34.098616,-118.352901
SG416,1401 N FULLER AVE,Single-Space,FLAT,$1.00,2HR,34.097499,-118.349624
WW1830A,600 MANHATTAN PL,Single-Space,FLAT,$1.00,1HR,34.062171,-118.310258
CB2609A,400 E 8TH ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.040247,-118.250655
WF196,8300 W 3RD ST,Single-Space,FLAT,$1.00,2HR,34.072649,-118.370614
WW1012,600 SERRANO AVE,Single-Space,FLAT,$1.00,1HR,34.062032,-118.306496
LH199,2501 DALY ST,Single-Space,FLAT,$1.00,1HR,34.075357,-118.215793
CB4117,601 E 15TH ST,Single-Space,FLAT,$0.50,4HR,34.030883,-118.255573
VH123,4701 HOLLYWOOD BLVD,Single-Space,FLAT,$1.00,1HR,34.101866,-118.293954
LP235,3301 W 43RD ST,Single-Space,FLAT,$1.00,2HR,34.006049,-118.330793
CB2946,700 S HILL ST,Single-Space,TOD,$3.00 - $6.00,2HR,34.044611,-118.255532
SVV241,1101 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.091387,-118.291862
VH217,2101 HILLHURST AVE,Single-Space,FLAT,$1.00,2HR,34.110449,-118.287534
WW914A,601 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,34.062752,-118.30293
VW1593,2501 PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.047336,-118.293129
ED308,1100 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030575,-118.246349
SV304,6300 W SUNSET BLVD,Single-Space,FLAT,$0.50,2HR,34.097893,-118.328287
PC47,4501 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.048633,-118.334048
PR613A,9801 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.053631,-118.403493
VW1235,951 VERMONT AVE,Single-Space,FLAT,$1.00,1HR,34.053847,-118.291722
WW1301,4101 3RD ST,Single-Space,FLAT,$1.00,1HR,34.069094,-118.30365
SL20,2700 HYPERION AVE,Single-Space,FLAT,$1.00,2HR,34.107658,-118.271869
CS26,5401 S CRENSHAW BLVD,Single-Space,FLAT,$1.00,2HR,33.992391,-118.331058
WB141,2000 S HILL ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.03137,-118.267036
HO147,1600 N WILCOX AVE,Single-Space,TOD,$0.50 - $4.00,2HR,34.10109,-118.330951
SG97,7400 W SUNSET BLVD,Single-Space,FLAT,$1.00,1HR,34.097925,-118.352593
SW388,800 N WESTERN AVE,Single-Space,FLAT,$1.00,1HR,34.085083,-118.30902
CB4313,201 W 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.039221,-118.261765
ED358,801 E PICO BLVD,Single-Space,FLAT,$0.50,4HR,34.031529,-118.250977
WW583,651 ARDMORE AVE,Single-Space,FLAT,$1.00,2HR,34.060371,-118.302066
MD906,2000 CHARLOTTE ST,Single-Space,FLAT,$1.00,4HR,34.058369,-118.205677
SS94,11300 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00,1HR,34.045901,-118.450102
AE424,601 DUCOMMUN ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.052071,-118.233396
WU143,1501 6TH ST,Single-Space,FLAT,$1.00,1HR,34.056742,-118.268308
LM456,301 N LA BREA AVE,Single-Space,FLAT,$1.00,2HR,34.077134,-118.344161
WU1033,1000 INGRAHAM ST,Single-Space,FLAT,$1.00,4HR,34.05158,-118.263322
LP187A,4301 S LEIMERT BLVD,Single-Space,FLAT,$1.00,2HR,34.005054,-118.330248
OF170,1001 S OGDEN DR,Single-Space,FLAT,$1.00,2HR,34.057131,-118.362041
WA1160,2301 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.059573,-118.278342
WA649,600 CORONADO ST,Single-Space,FLAT,$1.00,1HR,34.061536,-118.280668
P75,800 N VIA DE LA PAZ,Single-Space,FLAT,$1.00,2HR,34.046721,-118.527144
VW579,601 VIRGIL AVE,Single-Space,FLAT,$1.00,1HR,34.062252,-118.28713
ED206A,751 E 12TH ST,Single-Space,FLAT,$0.50,2HR,34.032728,-118.251234
WV27,901 S GAYLEY AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.062189,-118.448208
WN20,101 G ST,Single-Space,FLAT,$0.50,2HR,33.778609,-118.262101
CC1031,800 W CESAR E CHAVEZ BLVD,Single-Space,FLAT,$0.50,4HR,34.061601,-118.245221
WA1156,2301 WILSHIRE BLVD,Single-Space,FLAT,$1.00,4HR,34.059495,-118.278043
56166,10547 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.054884,-118.428211
SS203,1400 S STONER AVE,Single-Space,FLAT,$1.00,1HR,34.043509,-118.45719
56205,11016 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,34.048135,-118.441909
CC322A,201 N FIGUEROA ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.058602,-118.251262
WV114,1000 S GAYLEY AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.061563,-118.447486
WA1216,400 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,34.060678,-118.274018
CB1995,201 E 15TH ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.033623,-118.260698
SH111,1101 N MCCADDEN PL,Single-Space,FLAT,$1.00,2HR,34.09172,-118.337513
CB4383,700 S SPRING ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.044023,-118.252653
CB2503A,600 S WALL ST,Single-Space,FLAT,$0.50,4HR,34.043195,-118.247281
VN1058,14400 W HAYNES ST,Single-Space,FLAT,$1.00,2HR,34.189634,-118.448026
WV36,1001 S GAYLEY AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.061562,-118.447785
CB3908,401 S WALL ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.045358,-118.245456
PM97,9901 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00,1HR,34.023281,-118.399235
CB2441,501 S MAPLE AVE,Single-Space,TOD,$0.50 - $3.00,2HR,34.044285,-118.247761
PR590,6001 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052551,-118.371534
WW1285,3901 3RD ST,Single-Space,FLAT,$1.00,1HR,34.069119,-118.299488
ED120,1000 E 8TH ST,Single-Space,FLAT,$0.50,4HR,34.035564,-118.245773
WU772,1600 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.051044,-118.273793
PB268,1400 S STANLEY AVE,Single-Space,FLAT,$1.00,2HR,34.049838,-118.361318
SV437,1300 N VINE ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.095778,-118.326528
VW1885,301 KENMORE AVE,Single-Space,FLAT,$1.00,2HR,34.068805,-118.296743
P215,801 N ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,34.044881,-118.525123
VW403,651 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.00,2HR,34.061328,-118.292983
BF215,7501 W MELROSE AVE,Single-Space,FLAT,$1.00,2HR,34.083747,-118.354644
VN1211,14500 W DELANO ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.182597,-118.449798
MD129,1801 MARENGO ST,Single-Space,FLAT,$1.00,4HR,34.058138,-118.210602
RA12,100 S ROBERTSON BLVD,Single-Space,FLAT,$2.00,2HR,34.074783,-118.383666
WP183,500 WASHINGTON BLVD,Single-Space,FLAT,$1.00,2HR,33.983187,-118.459911
